[2022/06/16 16:52:09] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=True, cutout_len=10, data_dir='../cifar-data', epochs=200, epsilon=8, eval=False, fgsm_alpha=1.0, fgsm_init='random', fname='experiments/cifar10_mixup/preactresnet18_1.
0', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.01, lr_schedule='piecewise', mixup=True, mixup_alpha=1.0, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)                                 
Files already downloaded and verified                                                                                                                                                                                                                                           
Files already downloaded and verified                                                                                                                                                                                                                                           
[2022/06/16 16:52:12] - Epoch    Train Time      Test Time       LR              Train Loss      Train Acc       Train Robust Loss       Train Robust Acc        Test Loss       Test Acc        Test Robust Loss        Test Robust Acc                                        
[2022/06/17 02:20:26] - 157      186.9           28.7            0.0010          1.4956          0.3994          1.8501                  0.2419                  0.8395          0.7720          1.3304                  0.5117
[2022/06/17 02:24:02] - 158      186.9           28.7            0.0010          1.4968          0.3891          1.8501                  0.2413                  0.8791          0.7776          1.3561                  0.5121
[2022/06/17 02:27:38] - 159      186.9           28.8            0.0010          1.5262          0.3894          1.8776                  0.2353                  1.3051          0.6833          1.6134                  0.4815
[2022/06/17 02:31:14] - 160      186.9           28.7            0.0010          1.5239          0.3888          1.8695                  0.2393                  1.1995          0.7097          1.5524                  0.4893
[2022/06/17 02:34:49] - 161      186.9           28.7            0.0010          1.5481          0.3852          1.8900                  0.2349                  1.3892          0.6516          1.6608                  0.4672
[2022/06/17 02:38:25] - 162      186.9           28.7            0.0010          1.5293          0.3978          1.8791                  0.2410                  1.1595          0.7087          1.5240                  0.4920
[2022/06/17 02:42:01] - 163      186.9           28.7            0.0010          1.5123          0.3957          1.8644                  0.2400                  0.8124          0.7770          1.3090                  0.5176
[2022/06/17 02:45:36] - 164      186.9           28.7            0.0010          1.4993          0.3869          1.8559                  0.2404                  1.2882          0.6896          1.5917                  0.4943
[2022/06/17 02:49:12] - 165      186.9           28.7            0.0010          1.5353          0.3856          1.8826                  0.2363                  0.9483          0.7639          1.3828                  0.5135
[2022/06/17 02:52:48] - 166      186.9           28.7            0.0010          1.4964          0.4219          1.8525                  0.2579                  0.8152          0.7778          1.2984                  0.5199
[2022/06/17 02:56:23] - 167      186.9           28.7            0.0010          1.5037          0.4011          1.8579                  0.2449                  0.9454          0.7590          1.3848                  0.5099
[2022/06/17 02:59:59] - 168      186.9           28.7            0.0010          1.5216          0.4136          1.8722                  0.2496                  1.0887          0.7331          1.4741                  0.5080
[2022/06/17 03:03:35] - 169      187.0           28.7            0.0010          1.4963          0.3984          1.8547                  0.2431                  1.1215          0.7247          1.5231                  0.4853
[2022/06/17 03:07:11] - 170      186.9           28.7            0.0010          1.4733          0.4145          1.8354                  0.2547                  0.8273          0.7727          1.3445                  0.5079
[2022/06/17 03:10:46] - 171      186.9           28.7            0.0010          1.4998          0.3877          1.8570                  0.2394                  0.8382          0.7649          1.3481                  0.5097
[2022/06/17 03:14:22] - 172      186.9           28.7            0.0010          1.5452          0.3887          1.8919                  0.2346                  1.1784          0.7197          1.5458                  0.4898
[2022/06/17 03:17:57] - 173      186.9           28.7            0.0010          1.5072          0.3909          1.8630                  0.2358                  0.8760          0.7820          1.3510                  0.5200
[2022/06/17 03:21:33] - 174      186.9           28.7            0.0010          1.5226          0.3879          1.8734                  0.2337                  0.8786          0.7721          1.3730                  0.5102
[2022/06/17 03:25:09] - 175      186.9           28.8            0.0010          1.5161          0.4089          1.8710                  0.2478                  1.0619          0.7432          1.4842                  0.4978
[2022/06/17 03:28:44] - 176      186.9           28.7            0.0010          1.5188          0.3900          1.8748                  0.2365                  1.1720          0.7165          1.5445                  0.4829
[2022/06/17 03:32:20] - 177      186.9           28.7            0.0010          1.4764          0.4165          1.8405                  0.2528                  1.0207          0.7510          1.4504                  0.5010
[2022/06/17 03:35:56] - 178      186.9           28.7            0.0010          1.5264          0.3959          1.8766                  0.2392                  1.3143          0.6730          1.6225                  0.4714
[2022/06/17 03:39:31] - 179      186.9           28.7            0.0010          1.5100          0.3773          1.8648                  0.2288                  0.9679          0.7522          1.4091                  0.5081
[2022/06/17 03:43:07] - 180      187.0           28.7            0.0010          1.4596          0.3979          1.8272                  0.2441                  0.7967          0.7843          1.3073                  0.5217
[2022/06/17 03:46:43] - 181      186.9           28.7            0.0010          1.5075          0.4093          1.8642                  0.2461                  1.0948          0.7565          1.4674                  0.5228
[2022/06/17 03:50:19] - 182      187.0           28.7            0.0010          1.4902          0.3850          1.8525                  0.2371                  0.8155          0.7849          1.2988                  0.5286
[2022/06/17 03:53:55] - 183      187.0           28.7            0.0010          1.4974          0.3918          1.8551                  0.2403                  1.2598          0.7001          1.5694                  0.4964
[2022/06/17 03:57:30] - 184      186.9           28.7            0.0010          1.5114          0.4277          1.8674                  0.2564                  0.8835          0.7806          1.3350                  0.5210
[2022/06/17 04:01:06] - 185      186.9           28.7            0.0010          1.4742          0.3851          1.8399                  0.2360                  1.3364          0.6683          1.6500                  0.4605
[2022/06/17 04:04:42] - 186      186.9           28.8            0.0010          1.4577          0.4127          1.8273                  0.2554                  0.8483          0.7749          1.3593                  0.5084
[2022/06/17 04:08:17] - 187      187.0           28.7            0.0010          1.4908          0.4121          1.8485                  0.2523                  0.9227          0.7699          1.3637                  0.5234
[2022/06/17 04:11:53] - 188      186.9           28.7            0.0010          1.4771          0.4033          1.8436                  0.2478                  0.8614          0.7796          1.3137                  0.5311
[2022/06/17 04:15:29] - 189      186.9           28.7            0.0010          1.5140          0.3935          1.8729                  0.2369                  1.2624          0.7010          1.5914                  0.4876
[2022/06/17 04:19:05] - 190      186.9           28.8            0.0010          1.4869          0.4115          1.8511                  0.2512                  1.1850          0.7185          1.5526                  0.4845
[2022/06/17 04:22:41] - 191      186.9           28.7            0.0010          1.4810          0.4150          1.8415                  0.2497                  1.2451          0.6954          1.5952                  0.4735
[2022/06/17 04:26:16] - 192      186.9           28.7            0.0010          1.4934          0.4050          1.8553                  0.2479                  1.0288          0.7412          1.4542                  0.4957
[2022/06/17 04:29:52] - 193      186.9           28.7            0.0010          1.4861          0.4175          1.8512                  0.2522                  1.0465          0.7582          1.4597                  0.5036
[2022/06/17 04:33:28] - 194      186.9           28.7            0.0010          1.5235          0.4152          1.8812                  0.2460                  0.9229          0.7725          1.4125                  0.5075
[2022/06/17 04:37:03] - 195      186.9           28.7            0.0010          1.5267          0.4020          1.8780                  0.2462                  0.8662          0.7821          1.3246                  0.5310
[2022/06/17 04:40:39] - 196      186.9           28.7            0.0010          1.4684          0.3997          1.8346                  0.2471                  1.3451          0.6665          1.6296                  0.4794
[2022/06/17 04:44:14] - 197      186.9           28.7            0.0010          1.5135          0.4069          1.8689                  0.2456                  0.7399          0.7935          1.2885                  0.5147
[2022/06/17 04:47:50] - 198      186.9           28.7            0.0010          1.4849          0.4025          1.8473                  0.2482                  1.2503          0.7027          1.5729                  0.4933
[2022/06/17 04:51:26] - 199      186.9           28.7            0.0010          1.4908          0.4052          1.8522                  0.2490                  1.2006          0.7202          1.5494                  0.4920
