[2022/06/28 20:21:20] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', dropout=0.2, epochs=200, epsilon=8, eval=False, fgsm_alpha=1.0, fgsm_init='r
andom', fname='experiments/cifar10_dropout/preactresnet18_0.2', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.01, lr_schedule='piecewise', mixup=False, mixup_alpha=None, model='PreActResNet18drop', norm='l_i
nf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)                                                                                                                                                           
[2022/06/28 20:21:35] - Epoch    Train Time      Test Time       LR              Train Loss      Train Acc       Train Robust Loss       Train Robust Acc        Test Loss       Test Acc        Test Robust Loss    Test Robust Acc  
[2022/06/29 05:29:06] - 161      170.9           31.8            0.0010          0.2889          0.9364          0.6821                  0.7177                  0.4796          0.8589          1.6393                  0.4652
[2022/06/29 05:32:28] - 162      170.9           31.8            0.0010          0.2868          0.9368          0.6775                  0.7208                  0.4439          0.8598          1.7666                  0.4578
[2022/06/29 05:35:51] - 163      170.8           31.8            0.0010          0.2827          0.9382          0.6721                  0.7224                  0.4471          0.8644          1.6813                  0.4683
[2022/06/29 05:39:14] - 164      170.9           31.8            0.0010          0.2796          0.9399          0.6653                  0.7252                  0.4622          0.8545          1.6654                  0.4730
[2022/06/29 05:42:36] - 165      170.8           31.8            0.0010          0.2759          0.9407          0.6588                  0.7274                  0.4514          0.8590          1.7125                  0.4615
[2022/06/29 05:45:59] - 166      170.8           31.8            0.0010          0.2725          0.9412          0.6546                  0.7298                  0.4576          0.8598          1.7081                  0.4603
[2022/06/29 05:49:21] - 167      170.9           31.8            0.0010          0.2689          0.9425          0.6500                  0.7278                  0.4475          0.8630          1.7304                  0.4649
[2022/06/29 05:52:44] - 168      170.8           31.8            0.0010          0.2686          0.9414          0.6477                  0.7319                  0.4523          0.8616          1.6971                  0.4623
[2022/06/29 05:56:07] - 169      170.9           31.8            0.0010          0.2626          0.9423          0.6374                  0.7347                  0.4426          0.8622          1.7216                  0.4637
[2022/06/29 05:59:29] - 170      170.8           31.8            0.0010          0.2614          0.9435          0.6350                  0.7350                  0.4677          0.8571          1.6993                  0.4684
[2022/06/29 06:02:52] - 171      170.8           31.8            0.0010          0.2598          0.9440          0.6348                  0.7354                  0.4551          0.8541          1.9329                  0.4524
[2022/06/29 06:06:15] - 172      170.9           31.8            0.0010          0.2561          0.9456          0.6306                  0.7356                  0.4533          0.8588          1.7947                  0.4615
[2022/06/29 06:09:37] - 173      170.8           31.8            0.0010          0.2538          0.9454          0.6243                  0.7398                  0.4554          0.8556          1.8514                  0.4579
[2022/06/29 06:13:00] - 174      170.8           31.8            0.0010          0.2519          0.9464          0.6238                  0.7409                  0.4631          0.8574          1.7282                  0.4664
[2022/06/29 06:16:23] - 175      170.8           31.8            0.0010          0.2498          0.9472          0.6198                  0.7421                  0.4599          0.8532          1.7321                  0.4669
[2022/06/29 06:19:45] - 176      170.8           31.8            0.0010          0.2465          0.9474          0.6155                  0.7428                  0.4613          0.8575          1.7216                  0.4667
[2022/06/29 06:23:08] - 177      170.9           31.8            0.0010          0.2426          0.9491          0.6089                  0.7451                  0.4496          0.8596          1.7990                  0.4529
[2022/06/29 06:26:30] - 178      170.8           31.8            0.0010          0.2401          0.9478          0.6045                  0.7472                  0.4436          0.8593          1.7902                  0.4607
[2022/06/29 06:29:53] - 179      170.8           31.8            0.0010          0.2395          0.9496          0.6046                  0.7462                  0.4342          0.8617          1.8848                  0.4539
[2022/06/29 06:33:16] - 180      170.9           31.8            0.0010          0.2372          0.9492          0.5994                  0.7501                  0.4520          0.8629          1.7892                  0.4584
[2022/06/29 06:36:39] - 181      170.8           31.8            0.0010          0.2358          0.9500          0.5955                  0.7511                  0.4570          0.8608          1.9086                  0.4482
[2022/06/29 06:40:01] - 182      170.8           31.8            0.0010          0.2350          0.9510          0.5969                  0.7486                  0.4554          0.8551          1.8329                  0.4581
[2022/06/29 06:43:24] - 183      170.8           31.8            0.0010          0.2299          0.9515          0.5881                  0.7534                  0.4548          0.8588          1.9250                  0.4482
[2022/06/29 06:46:46] - 184      170.8           31.8            0.0010          0.2302          0.9523          0.5891                  0.7524                  0.4609          0.8553          1.9248                  0.4452
[2022/06/29 06:50:09] - 185      170.8           31.8            0.0010          0.2258          0.9536          0.5844                  0.7543                  0.4711          0.8513          1.8306                  0.4593
[2022/06/29 06:53:32] - 186      170.8           31.8            0.0010          0.2250          0.9532          0.5811                  0.7566                  0.4298          0.8609          1.9587                  0.4522
[2022/06/29 06:56:54] - 187      170.8           31.8            0.0010          0.2229          0.9534          0.5787                  0.7575                  0.4723          0.8492          1.8238                  0.4582
[2022/06/29 07:00:17] - 188      170.8           31.8            0.0010          0.2213          0.9544          0.5745                  0.7578                  0.4512          0.8575          1.8473                  0.4546
[2022/06/29 07:03:40] - 189      170.9           31.8            0.0010          0.2180          0.9557          0.5702                  0.7597                  0.4399          0.8630          1.9362                  0.4459
[2022/06/29 07:07:02] - 190      170.8           31.8            0.0010          0.2185          0.9553          0.5708                  0.7623                  0.4591          0.8524          1.9296                  0.4557
[2022/06/29 07:10:25] - 191      170.8           31.8            0.0010          0.2160          0.9565          0.5677                  0.7608                  0.4599          0.8566          1.8606                  0.4492
[2022/06/29 07:13:48] - 192      170.8           31.8            0.0010          0.2140          0.9560          0.5657                  0.7607                  0.4420          0.8601          2.0322                  0.4340
[2022/06/29 07:17:10] - 193      170.8           31.8            0.0010          0.2110          0.9580          0.5604                  0.7650                  0.4672          0.8539          1.8030                  0.4557
[2022/06/29 07:20:33] - 194      170.9           31.8            0.0010          0.2103          0.9570          0.5577                  0.7648                  0.4647          0.8590          2.0349                  0.4391
[2022/06/29 07:23:56] - 195      170.8           31.8            0.0010          0.2061          0.9591          0.5540                  0.7656                  0.4427          0.8602          1.9090                  0.4528
[2022/06/29 07:27:18] - 196      170.8           31.8            0.0010          0.2071          0.9578          0.5525                  0.7681                  0.4424          0.8570          2.1149                  0.4435
[2022/06/29 07:30:41] - 197      170.9           31.8            0.0010          0.2042          0.9579          0.5515                  0.7682                  0.4478          0.8556          2.0338                  0.4484
[2022/06/29 07:34:03] - 198      170.8           31.8            0.0010          0.2028          0.9595          0.5469                  0.7696                  0.4598          0.8549          1.9468                  0.4489
[2022/06/29 07:37:26] - 199      170.9           31.8            0.0010          0.2013          0.9596          0.5460                  0.7691                  0.4526          0.8584          2.1222                  0.4353
